0.246093754044247 -4.46742666337403 501064.753504319 500000 1502.72156134026 1500 4.06349199671359 -3.00320044576254  17.2802475890683 9.08433753925835 10.3301420409801 90 90 90
0.249697700985115 -4.46739912847465 510858.939790918 510000 1500.63169150846 1500 4.00484263993929 -2.99741538406115  16.3615137038158 8.19234287145212 11.4329563043218 90 90 90
0.251326277890602 -4.46344132043366 521669.398749312 520000 1496.07189009522 1500 3.97889153650412 -2.97536185722712  16.6485659737598 8.28312488339688 11.0838109137385 90 90 90
0.253846103839479 -4.46124385289626 530073.730665483 530000 1497.37693825859 1500 3.93939471543891 -2.96518911365165  16.4810626741597 8.14036282570343 11.2664898177432 90 90 90
0.255776953479855 -4.4578908693594 540369.777953686 540000 1495.84849216063 1500 3.90965638770407 -2.94669798940293  16.0559296461015 8.11045380282468 11.6853068078827 90 90 90
0.257087183671739 -4.45199429958666 549683.717509182 550000 1503.82540029322 1500 3.88973104655753 -2.92402968646226  16.3016908496815 8.03855933874825 11.4085240213426 90 90 90
0.258519321813796 -4.44800300427818 561327.597043921 560000 1498.51891119615 1500 3.86818282279215 -2.89992320400513  16.3009062681732 8.14574861029141 11.1799639328975 90 90 90
0.259844581188881 -4.44279603498739 570880.107711399 570000 1499.3529953953 1500 3.84845431613254 -2.87853474689731  16.2084730283319 8.04281294796072 11.3267236290672 90 90 90
0.261786396401333 -4.44095067597827 580120.929012649 580000 1501.85436134577 1500 3.81990819135974 -2.86438298691802  15.9429689695193 7.98085405812076 11.6374381997533 90 90 90
0.26291997084997 -4.43532215766253 590363.46482842 590000 1499.97714854621 1500 3.80343872991919 -2.84077483178621  15.7543640356899 8.09260915178004 11.4811846310553 90 90 90
0.264126075909579 -4.43110066931222 599967.223590814 600000 1501.59642705772 1500 3.78607071095221 -2.82011859818094  16.0387158684242 8.00343730428159 11.2173057869268 90 90 90
0.277203912768225 -4.37911594703183 714936.141640512 715000 1498.06299374418 1500 3.60745268713475 -2.57592073526583  15.8020877802619 15.779513384887 22.0898673328017 90 90 90
0.278118336686426 -4.37445236525896 725059.717258375 725000 1501.59574177159 1500 3.59559176109802 -2.55336433777171  15.7850983300318 15.8239160585826 22.1652772454039 90 90 90
0.279160220849915 -4.36978745980249 735864.403792202 735000 1501.92868976793 1500 3.58217226277963 -2.53063880155128  15.7106464165243 15.8622221169203 22.1798511244565 90 90 90
0.280221616739614 -4.36585941633275 745151.869858747 745000 1496.56358218056 1500 3.56860406286647 -2.51288383954549  15.6524799373441 15.7048808210209 22.2962066753458 90 90 90
