#rho/A^-3 potentialEnergy/(eV) P/bar Ptarget/bar Tavg/K Ttarget/K v/A^3 avgEnthalpy/eV
0.251446828577153 -4.43451185429682 540405.139301096 540000 1600.65056558009 1600 3.97698394391625 -2.88641166499143  16.2475422805537 16.1270510780582 23.171918491058 90 90 90
0.251560070692441 -4.43059183877367 544691.496990426 545000 1603.94419806378 1600 3.97519366745054 -2.87269509593637  16.0891638769051 8.20703567671708 11.5333440787269 90 90 90
0.251670785085982 -4.43022040779077 544473.676673853 545000 1599.56370800871 1600 3.97344491001749 -2.87335696154398  16.3121126311124 16.3212990166386 23.1093870044932 90 90 90
0.252377543281301 -4.42753026777603 548851.798793203 550000 1606.5404448834 1600 3.96231767295315 -2.86344720053937  16.3996039959372 8.15798189363755 11.2380701994651 90 90 90
0.253377374688045 -4.43174021318885 550009.355730611 550000 1602.94684044642 1600 3.94668230038766 -2.86994216460274  16.2024160060636 16.2571321820057 23.030329997709 90 90 90
0.253839274035848 -4.4281582915925 557020.490941474 555000 1592.06556010752 1600 3.93950070885712 -2.85366726528116  16.2289607231554 8.36723570979776 11.3064338121307 90 90 90
0.254044074997186 -4.42846340035559 553743.0656121 555000 1599.86566183154 1600 3.93632482871753 -2.86145808055925  16.0978454361645 16.1626970769863 23.3367771442425 90 90 90
0.255476406102279 -4.42826051958027 560461.626902351 560000 1600.74317913891 1600 3.9142557829769 -2.85232186215765  16.3191251326373 16.2295473841611 22.7552529844191 90 90 90
0.255539614121357 -4.43047934441459 560831.521680017 560000 1612.10353134222 1600 3.91328758728224 -2.85315070107643  15.8500570575348 8.10304004346373 11.4991333566667 90 90 90
0.256094091932259 -4.42582650107902 565268.145188188 565000 1596.77933929953 1600 3.9048147985566 -2.84260638136189  16.2684668656545 8.08930231397536 11.4057245019791 90 90 90
0.256255474204076 -4.42536398464413 565330.119934022 565000 1597.34517810073 1600 3.90235565935119 -2.8421904297984  16.1133217355864 16.202789754009 22.8507451856496 90 90 90
0.256747451045493 -4.4235391833834 570760.904795624 570000 1599.96194224938 1600 3.89487800532364 -2.83013939013165  16.2995992612683 8.08944028468541 11.3646562694271 90 90 90
0.257017106315628 -4.4243928173798 570222.003946561 570000 1599.81163104482 1600 3.89079160657873 -2.83307901620914  16.0906853799148 16.0758756714669 23.105675499137 90 90 90
0.257878800924903 -4.42168885450532 575060.328839232 575000 1597.85645822234 1600 3.87779063813473 -2.82352154674031  15.9898331310163 16.2359937274213 22.9825657647676 90 90 90
0.258228275955938 -4.4252723581109 576076.049390464 575000 1599.11468162804 1600 3.87254260323774 -2.82707759030603  16.3258676084501 7.97268595377598 11.4902825927276 90 90 90
0.258321746062651 -4.41936197140442 578994.691032263 580000 1599.97217553331 1600 3.87114137792128 -2.81446850122275  16.2873547016397 8.18316710355695 11.0952883648624 90 90 90
0.258820302568642 -4.42104885120438 579985.326191505 580000 1598.87931656145 1600 3.86368453353766 -2.81594460396277  16.2017647729668 16.0421893875385 22.879365152806 90 90 90
0.259298910409331 -4.4187128738282 586630.007558335 585000 1595.02832565361 1600 3.85655303534208 -2.80143946720133  15.9819997147712 7.94144807256484 11.4749053950909 90 90 90
0.25944295202639 -4.41818503650572 584500.506503204 585000 1597.86302136936 1600 3.85441189359533 -2.80575170280897  16.0250536723068 16.1135864730464 23.0291901186115 90 90 90
0.260408129672247 -4.41688985805852 590088.037393871 590000 1599.45842218547 1600 3.84012588723176 -2.79600946311094  16.1514756095265 16.0101218063465 22.7838334466016 90 90 90
0.260428436268874 -4.41770158836206 589985.210912933 590000 1601.62357172533 1600 3.83982645799697 -2.79754125655427  16.2322567789287 8.02790874086586 11.2729487731546 90 90 90
0.260873983475363 -4.41452896357965 595818.735530346 595000 1598.94081536845 1600 3.83326841058659 -2.78255648422811  16.2315381852582 16.0789231920675 22.5681972110615 90 90 90
0.260896129494993 -4.41617395977678 594117.364855029 595000 1602.21818738233 1600 3.83294302577683 -2.78861170168476  16.1795934235123 8.14306853867846 11.1337385998616 90 90 90
0.261870543287469 -4.41412934545525 600853.438042717 600000 1599.50909140975 1600 3.81868073990379 -2.7762016311703  16.0824970639825 8.06411073997418 11.3530890540826 90 90 90
0.26250902667754 -4.41318081156415 603374.906341067 605000 1602.47082002076 1600 3.80939281462644 -2.77219556898921  16.1584699869986 8.02510802482812 11.4938789994138 90 90 90
0.263237863514862 -4.40989327393567 609359.609401033 610000 1604.381085289 1600 3.79884560164553 -2.75853837167076  16.0149482543666 8.14656933036146 11.1792185816912 90 90 90
0.263928235490398 -4.40816482947927 615154.824480693 615000 1602.97356352759 1600 3.78890874688692 -2.74715649327575  16.163634664696 8.02889102777169 11.2107822121485 90 90 90
0.264313910280855 -4.4042088747177 619877.078608528 620000 1600.12193430056 1600 3.78338014422857 -2.73444840327827  16.1706217363115 8.13281159884627 11.08539958107 90 90 90
