#rho/A^-3 potentialEnergy/(eV) P/bar Ptarget/bar Tavg/K Ttarget/K v/A^3 avgEnthalpy/eV
0.12265970225546 -4.88794230262475 14786.9829055639 15000 299.821247199102 300 8.15263677974145 -4.77397184728113  22.9959688198072 38.7775519262696 23.7882530908944 90 90 90
0.138621644448288 -4.88337167050303 30069.3762460975 30156.25 299.818070693672 300 7.21388066041189 -4.70925260737332  22.5619318249903 37.4330427978783 22.1852644906951 90 90 90
0.150216163272523 -4.87619170573481 45281.241491862 45312.5 300.206759219542 300 6.65707323509383 -4.64926750514158  22.0893297220796 36.627077376169 21.2433160851831 90 90 90
0.158677254630703 -4.86922826387215 60460.5638995124 60468.75 299.864531294423 300 6.30210046378321 -4.5926728718912  21.97378800739 35.495579986884 20.9779680975854 90 90 90
0.165767663565862 -4.86157591528678 75788.2177920022 75625 300.095124923879 300 6.032539631004 -4.53745113918538  21.6165393337435 35.0283981754335 20.5057974452322 90 90 90
0.171128852036164 -4.85511422470755 90632.7835747515 90781.25 299.48701081457 300 5.84354998062323 -4.48586567504707  21.5432270089526 34.4312669423766 20.3976449378454 90 90 90
0.176220911688031 -4.84720335095845 105976.28485077 105937.5 300.131327478897 300 5.67469541736527 -4.43308013393297  21.33685808432 33.9843292127271 20.2404687973856 90 90 90
0.180568481731253 -4.83952192334533 121069.472977611 121093.75 300.097502230206 300 5.53806506214269 -4.38226629456803  20.8985343405158 33.8342947412107 20.2853717721079 90 90 90
0.184266421800978 -4.83263003015056 135936.358646886 136250 300.237437500203 300 5.42692472250902 -4.33339852449415  20.8728912139199 33.4305248162954 20.1587095016073 90 90 90
0.187245760102757 -4.82638971067402 151418.041863211 151406.25 300.36465945373 300 5.34057486509291 -4.28286416237098  20.8045095007193 33.1046257312626 20.0382361249065 90 90 90
0.190279046459989 -4.8195765764716 166730.530548926 166562.5 300.45431881586 300 5.25543941177084 -4.23385527652643  20.7824768088974 32.9330706875222 19.8984583309175 90 90 90
0.193038123540885 -4.8120642876662 181563.370425777 181718.75 299.779937245822 300 5.18032387415017 -4.18629043326113  20.5681935290368 32.9281486472995 19.8250102418668 90 90 90
0.195688868163353 -4.80503046253718 196899.787151193 196875 300.17223498517 300 5.11015271019525 -4.13824222801072  20.5574083189211 32.7502814439119 19.7052485884604 90 90 90
0.198227425575638 -4.79760880740352 212010.359720663 212031.25 299.733719854856 300 5.04471062516236 -4.0913430408977  20.5282408001766 32.5119700455347 19.594629325542 90 90 90
0.20084826029574 -4.78916837818335 227162.097881091 227187.5 299.916201978843 300 4.97888305593259 -4.04450185064506  20.4281688047533 32.2951364130851 19.5245883420223 90 90 90
0.203254976974028 -4.78121978567966 242118.906736082 242343.75 300.070539654984 300 4.9199287264084 -3.99896427421239  20.4344289105034 32.1345752291531 19.4396825305118 90 90 90
0.205661148379679 -4.77345815048852 257325.470610334 257500 300.302350522191 300 4.86236709207643 -3.95372381398414  20.3735515428037 32.1348497121066 19.2637742875693 90 90 90
0.205974218329631 -4.77282362495147 258487.150189626 258500 300.527848031898 300 4.85497655051006 -3.95072398754108  20.2374302487237 32.2378095910308 19.2786593883314 90 90 90
0.208369230873061 -4.76426825227034 273721.485643672 273593.75 299.836088132065 300 4.79917306317266 -3.90563029394363  20.2688468194093 32.1412647270498 19.1000524751273 90 90 90
0.210735054734679 -4.75593423648937 288647.385782872 288687.5 300.06734966361 300 4.74529499261064 -3.86226057664965  20.149127116191 31.9916171749195 19.0909717938709 90 90 90
0.213183879113713 -4.74663862795369 303840.057238105 303781.25 300.238291209178 300 4.69078620840084 -3.81828207238129  20.1434496025292 31.7855903379562 18.9925904682543 90 90 90
0.215455723706937 -4.73792787266212 318906.300432023 318875 300.11601412605 300 4.64132482904098 -3.77532553552365  19.9894612552592 31.5904620983924 19.0402247524779 90 90 90
0.217990764598596 -4.72816264071976 334171.15274106 333968.75 299.980162100624 300 4.58735030285059 -3.73261419048842  19.963665257639 31.5249378351712 18.8765128764014 90 90 90
0.220538295496659 -4.71780329295669 349127.571622481 349062.5 299.948015234052 300 4.53435988406444 -3.69098397597167  19.8668208026167 31.4566504231263 18.856156461573 90 90 90
0.222986801148481 -4.70781155306024 364138.159787806 364156.25 300.096647494174 300 4.48457036402854 -3.64980505252005  19.8616192312608 31.3708086879385 18.665313928216 90 90 90
0.225732843950024 -4.69650921285806 379192.197604311 379250 300.048535742956 300 4.43001551081949 -3.60928702612994  19.6555564495122 31.2606973085681 18.7265239788153 90 90 90
0.228270203122753 -4.68637635321432 394318.777454979 394343.75 300.259878933803 300 4.38077325169876 -3.56942010748792  19.5224536470067 31.2023108289471 18.6466202510964 90 90 90
0.230563483922438 -4.67650618074469 409511.384593678 409437.5 299.912584875389 300 4.33720024952608 -3.52918834692122  19.5461858015609 31.0942875283384 18.5152527100138 90 90 90
0.233152703969375 -4.66497355921757 424407.030611687 424531.25 299.65599007635 300 4.28903453820271 -3.49012581193854  19.3718166781842 31.0021092096035 18.4892844554979 90 90 90
0.235587295977628 -4.65400576989813 439708.368381736 439625 299.969285547059 300 4.24471105646954 -3.45032040662134  19.3493241415648 30.9445272088771 18.4138232392924 90 90 90
