#rho/A^-3 potentialEnergy/(eV) P/bar Ptarget/bar Tavg/K Ttarget/K v/A^3 avgEnthalpy/eV
0.188701223987585 -4.76664099353413 149617.084077702 150000 699.932406049848 700 5.2993826900974 -4.18167462984407  18.4793265689778 8.99944081215166 12.337721847835 90 90 90
0.191725002333391 -4.76303391650855 159850.5677256 160000 696.663199419131 700 5.2158038222949 -4.15296057654286  17.4908705298104 8.96626132384679 12.8010420426794 90 90 90
0.195115837459578 -4.76057485452971 169864.058870261 170000 699.515763552057 700 5.12516058675743 -4.12716420464279  17.9231348542324 8.87139987994003 12.3599757893136 90 90 90
0.19799124872319 -4.75680974126464 179718.931850992 180000 700.918688772244 700 5.05072828445105 -4.10011703318213  17.5551110857119 8.81373363088095 12.584173417583 90 90 90
0.20095792184115 -4.75246255346749 190899.350897484 190000 700.6690798707 700 4.97616610899502 -4.06937990953754  17.5725934556658 8.75913792318668 12.4764844372502 90 90 90
0.203106977479676 -4.74733443840186 200265.334485246 200000 699.052056713504 700 4.9235137680096 -4.04195383038762  17.5323733568978 8.86351884413268 12.3535154968668 90 90 90
0.206066445344762 -4.74228224173045 210289.096604945 210000 700.341699656008 700 4.8528036591641 -4.01519519140209  17.3408688947816 8.64874489578682 12.3263784361159 90 90 90
0.208302498262475 -4.73743688327462 220111.768431144 220000 697.583006886146 700 4.80071054519919 -3.98812212967076  17.4602270530813 8.55629914657105 12.4220606950875 90 90 90
0.211127478143118 -4.73222735935711 231376.14774957 230000 701.775443009076 700 4.73647489561793 -3.95788914971447  17.4807795687846 8.7268939875201 12.0680949331531 90 90 90
0.213734805353591 -4.72667643213981 240515.148437033 240000 700.745403236963 700 4.67869516312824 -3.93413228389163  17.1455906476231 8.59891704403646 12.2156866055856 90 90 90
0.216151520119416 -4.72147663649414 250797.642511139 250000 701.32523892854 700 4.62638430415635 -3.90706603838667  17.0999760652089 8.53004983077382 12.3631973229933 90 90 90
0.218474093909189 -4.71691324943386 259612.354154533 260000 700.657972844183 700 4.57720172724763 -3.88506497002911  17.1490913367869 8.47919195739468 12.2207945074611 90 90 90
0.220951642082035 -4.71033651543632 270461.045559246 270000 700.804960193473 700 4.52587720361327 -3.85618897422818  16.8719149571728 8.50820606167599 12.1575406811721 90 90 90
0.223241746393228 -4.70427618993412 279828.951312279 280000 699.979439848248 700 4.47944892098521 -3.83188000600514  17.0270293032428 8.38963030300359 12.078854740072 90 90 90
0.225603492229402 -4.69863828286793 290954.452306017 290000 699.034047025514 700 4.43255549866738 -3.80374731275666  16.8540129857085 8.45735227875127 12.064491203887 90 90 90
0.227797072434992 -4.6937192484296 299286.701750919 300000 700.703704375833 700 4.38987204405526 -3.78356707112595  17.0876233380968 8.40071680183084 11.8288868772741 90 90 90
0.227824047489635 -4.69421758358431 299976.957407734 300000 699.118535375413 700 4.38935226995954 -3.78242642224346  16.7832010827079 8.33602030629136 11.8171018156087 90 90 90
0.230115916930291 -4.68495358303887 310490.254312898 310000 698.534754574514 700 4.34563594443982 -3.75287510313895  16.7513956423398 8.42229313350169 11.7791988312065 90 90 90
0.232072704115917 -4.67962216651463 320610.191752958 320000 701.715141093827 700 4.30899447571617 -3.72699357268516  16.717857461362 8.28310583992925 11.9100890733589 90 90 90
0.234329208773141 -4.67310833053941 330057.624757943 330000 698.268839911585 700 4.26750043340999 -3.70414535545538  16.5488497857327 8.31385423698098 11.8788227115444 90 90 90
0.236220391006295 -4.66742063687863 339862.482177988 340000 700.723355846856 700 4.23333479273324 -3.67924016499904  16.5973360243743 8.35365647084398 11.7099257174784 90 90 90
0.238111570945846 -4.66160314570926 351216.584018518 350000 703.634107834021 700 4.19971190827779 -3.65042046427273  16.4984939390219 8.30286534938664 11.7999257650265 90 90 90
0.239850681140348 -4.65598586964405 360970.88653775 360000 699.798694344256 700 4.16926062184019 -3.6265604835355  16.5485092561163 8.22734420094342 11.6912606218265 90 90 90
0.24179666793167 -4.64946592344563 369469.598204712 370000 702.623058018563 700 4.13570628807257 -3.60534639095057  16.5327482769809 8.31036029207134 11.6057033531519 90 90 90
0.243588082035145 -4.6435290889024 379648.389811843 380000 701.70077293262 700 4.10529116057377 -3.58043202861128  16.2554017664043 8.25760998477675 11.6716529655649 90 90 90
0.24498832632887 -4.63840377034841 390015.122204531 390000 701.271598811821 700 4.08182714248029 -3.55446848136803  16.6104566064438 8.16505694106956 11.6006394510242 90 90 90
0.246883547746542 -4.63123629957873 400573.909908638 400000 699.987636133728 700 4.05049266801136 -3.52845883260794  16.3565052722868 8.18754148053753 11.6444066729892 90 90 90
0.248438575088919 -4.62602441256823 410757.101983207 410000 698.077169849128 700 4.02513981430658 -3.50424438980857  16.2921527799268 8.17255626974601 11.4554901775129 90 90 90
0.249843951855593 -4.62066761204283 418868.662888378 420000 701.714608975704 700 4.0024983297494 -3.48394111670093  16.3705587464495 8.14833701863174 11.5530758999939 90 90 90
0.251389494215358 -4.61498735685515 430291.841338308 430000 703.94624120454 700 3.97789097400916 -3.45604257000003  16.3672415133611 8.15502098082635 11.4733715342008 90 90 90
0.252983860778039 -4.60862937423945 439754.275255287 440000 700.176406483806 700 3.95282132593183 -3.43356637405414  16.250446501183 8.12783756983195 11.4908761014919 90 90 90
0.254329274500455 -4.60395560633666 448882.321043662 450000 700.150381241837 700 3.93191071678307 -3.41224945784919  16.1620239427315 8.14016827757825 11.4699731413401 90 90 90
0.255747458118391 -4.59797203853509 459756.924406886 460000 704.135468680809 700 3.91010728848408 -3.38531147037125  16.2062782091039 8.16978465940012 11.4363975287113 90 90 90
0.256943004032282 -4.59315347474228 469913.432398153 470000 700.379881533534 700 3.89191370968155 -3.36154533817985  16.2196927721331 8.11711389215478 11.4537634778849 90 90 90
0.258212222092785 -4.58815870221427 479698.27811596 480000 701.77129339769 700 3.87278337134896 -3.33831539735924  16.3017711227205 8.1398311776172 11.2570462847188 90 90 90
0.259591907158795 -4.58229276419129 488810.67760168 490000 700.546813439484 700 3.85220021280667 -3.31682693339343  16.1244631303069 7.99420781646293 11.4485891960491 90 90 90
0.26087391581578 -4.57779479211127 499932.216883458 500000 700.876447742976 700 3.83326940477317 -3.29151136582583  16.0893572065797 8.06387263447863 11.4379534911532 90 90 90
0.261992422827621 -4.57209119923219 510799.455929151 510000 696.334422757028 700 3.81690427993009 -3.26555072740848  16.1304418859626 8.07262544368119 11.2250805735532 90 90 90
0.263195469720436 -4.56647492641768 519777.34485415 520000 700.38232605131 700 3.79945749469849 -3.24382209896184  16.0468443936976 8.00590122761204 11.3883463739359 90 90 90
0.264393604209261 -4.5612279425589 530469.294281323 530000 699.967876803977 700 3.78223975194395 -3.21886992659537  16.0436533745104 8.05094378476158 11.3272849183203 90 90 90
0.26556682911608 -4.55651156717273 540305.716907969 540000 698.094653464726 700 3.76553051948705 -3.1967759431323  15.9878696670794 7.98614421507902 11.3236065743683 90 90 90
0.266627698343983 -4.55134839657079 550368.611871964 550000 699.88862270317 700 3.75054807212818 -3.17290946191899  16.1285069856824 8.04355141020643 11.1771390659652 90 90 90
0.267781491264202 -4.54691000454825 560184.982279491 560000 700.367170167099 700 3.73438804630962 -3.1510859504211  15.8410439672303 7.96384038615502 11.4296796595768 90 90 90
0.268894138104242 -4.54129407835355 569842.637620699 570000 699.020791901528 700 3.7189356638646 -3.12858705710453  15.9205911882559 7.98238896348575 11.2504363404598 90 90 90
0.269969856251073 -4.53654014249181 580612.316963812 580000 699.159725231489 700 3.70411724437115 -3.10420218726358  15.9107453148958 7.91674207055025 11.2389006578979 90 90 90
0.271044680205105 -4.5314239621091 588861.821750788 590000 701.777748925565 700 3.68942861834912 -3.08506338730119  15.8006119822284 7.93294081058843 11.3142730839822 90 90 90
0.272109982795742 -4.52631035774659 599743.038138873 600000 702.862549048221 700 3.67498461366868 -3.06022254783906  15.8522266702683 7.94717636353997 11.2001525161528 90 90 90
