#rho/A^-3 potentialEnergy/(eV) P/bar Ptarget/bar Tavg/K Ttarget/K v/A^3 avgEnthalpy/eV
0.0829714455962626 -4.74819205253139 15036.3678846849 15000 1300.55572738764 1300 12.0523391247873 -4.46706256175415  18.9328162014587 48.1007056613333 34.8651792662642 90 90 90
0.106153134510624 -4.75096692020079 30068.6628719011 30156.25 1301.18321343002 1300 9.42035300803967 -4.40610336067154  17.5721281342522 39.8579688239495 34.6803693867935 90 90 90
0.120109822310296 -4.74827590096897 45250.5592310831 45312.5 1299.74188540541 1300 8.32571375733586 -4.34524404762629  22.1589895037339 34.0522465045432 28.4202892228407 90 90 90
0.131207867671472 -4.74168565806306 60333.9157971641 60468.75 1301.42257548371 1300 7.62149418130836 -4.28654397392715  19.7851869560026 39.1040322467925 25.2430116834389 90 90 90
0.140019305527745 -4.73398728933881 75868.0632622227 75625 1299.67055048362 1300 7.14187230275793 -4.227905447573  19.3395870276598 34.8702285852327 27.5522005893053 90 90 90
0.147890722736314 -4.72519471947526 90959.4733897202 90781.25 1300.480965285 1300 6.76174936126982 -4.17331138302841  22.3232461010108 25.7560256655882 30.3264158618703 90 90 90
0.154677684040982 -4.71609221177831 105745.037040839 105937.5 1298.34705112234 1300 6.46505671584177 -4.12166273723055  22.0629931467097 27.1221946684795 27.8585297715301 90 90 90
0.160593522331486 -4.70752960635907 120775.031953921 121093.75 1299.72694113623 1300 6.22690121919033 -4.07023536720823  24.5783686979615 25.6639144744119 25.4397691145674 90 90 90
0.166002067272427 -4.69871966362039 136085.713510297 136250 1297.56499846771 1300 6.0240213657032 -4.01943124323903  24.2849255900782 27.8558854777689 23.3313273954556 90 90 90
0.170740346643842 -4.69016909820566 151279.371176625 151406.25 1301.4658025435 1300 5.85684649033755 -3.96903422842166  25.0010166688904 25.9383276293874 23.3905860296191 90 90 90
0.174937238186743 -4.68173476849518 166567.619136496 166562.5 1302.00307450781 1300 5.71633581486242 -3.91925372934526  22.904581990592 28.2332306869152 22.944831462065 90 90 90
0.179013065803498 -4.67315530932636 181950.469120496 181718.75 1300.77681834884 1300 5.58618442464808 -3.87075173983831  20.9656069710646 30.6885109648317 22.4784699660626 90 90 90
0.182751625174706 -4.66443829992124 197092.209386984 196875 1299.4206575484 1300 5.47190756330635 -3.82347162503007  20.9946517860733 34.7732978298595 19.4037185660192 90 90 90
