#rho/A^-3 potentialEnergy/(eV) P/bar Ptarget/bar Tavg/K Ttarget/K v/A^3 avgEnthalpy/eV
0.0861240615278598 -4.75781133929698 15039.7235197045 15000 1200.40956167139 1200 11.6111570014207 -4.4937613197404  21.6735687013445 51.2681974274742 26.7062030086765 90 90 90
0.108418390751884 -4.76149526784771 30068.7166786545 30156.25 1199.73986282687 1200 9.22352742062469 -4.43343342541716  16.0825055201692 60.9255676134577 24.4588928028703 90 90 90
0.122632933943053 -4.75773130326339 45241.8233344479 45312.5 1198.63543759321 1200 8.15441633700432 -4.37264661375152  16.1239430684725 56.9146087206972 23.1684223325486 90 90 90
0.13310015195552 -4.75179166970144 60623.8832822156 60468.75 1199.34972433324 1200 7.51313943153264 -4.31257011585874  13.1399591828829 68.1128730369889 21.6939582871098 90 90 90
0.142102961175718 -4.74390932602465 75797.8121063376 75625 1200.27328362278 1200 7.03715103278843 -4.25594408898314  12.0898406545862 66.8785180069684 22.5029032549075 90 90 90
0.149767403761316 -4.73524806787402 90764.4048162787 90781.25 1201.09476948214 1200 6.67702033209909 -4.20184091537554  12.6921678175943 69.1057842499606 19.7268804287054 90 90 90
0.156478996592858 -4.72671408768649 105815.415646363 105937.5 1200.87207810324 1200 6.39063402612364 -4.14953402311041  12.5408119795762 67.93047598485 19.4611452423677 90 90 90
0.162239927728953 -4.7184554573314 120760.392870172 121093.75 1198.97006374278 1200 6.16371083245708 -4.09900058689729  12.7636244256147 57.3219594076489 22.0448490689028 90 90 90
0.167499809349359 -4.71006943622762 136238.91684892 136250 1200.54242631817 1200 5.97015604903927 -4.04731403577567  12.8439535939549 54.75594434653 21.8794184819173 90 90 90
0.1721397834362 -4.70163748408682 151329.884694467 151406.25 1199.16802811613 1200 5.80923235778689 -3.99803158206192  12.6862943608922 48.6569147265648 24.5094114948909 90 90 90
0.176529946493389 -4.69262431036128 166516.397893901 166562.5 1200.28690041986 1200 5.66476124795884 -3.94882433230155  12.7642397369514 48.7960266078374 23.4802730011584 90 90 90
0.180412320889507 -4.68486336552435 181666.592361693 181718.75 1201.85053100737 1200 5.54285868653308 -3.90110608024691  12.1767834552371 47.8630916133688 24.6447855789437 90 90 90
0.184140074894611 -4.67624051024223 196931.655937431 196875 1199.15718808534 1200 5.43064838315252 -3.85381627838801  11.8654142916545 46.717331123421 25.3096759134968 90 90 90
0.187688972084277 -4.66768136528824 211907.617751696 212031.25 1200.06126189075 1200 5.32796353933343 -3.80796917976405  11.6366912451193 47.167446904171 25.1830776198407 90 90 90
0.190878943484411 -4.65949836324961 227131.955493597 227187.5 1200.18268054096 1200 5.2389225429764 -3.76177781623846  11.7330542160136 45.2164385731326 25.5861055540478 90 90 90
0.194015328612383 -4.65051093602304 242407.020749873 242343.75 1202.52179367862 1200 5.15423192152959 -3.71534562860062  11.7661645234082 47.6843268807489 23.7980418267189 90 90 90
0.196991472552703 -4.64195282022467 257393.632065403 257500 1199.62199735358 1200 5.07636187009294 -3.67146276437937  11.6590251879948 49.433826640336 22.6776702874304 90 90 90
0.199875968281382 -4.63325456548706 272082.572347693 272656.25 1199.69921607195 1200 5.00310271714214 -3.62866900502933  11.632431678045 48.1725051344459 22.9727691181984 90 90 90
0.202685368147487 -4.62431091776875 287626.412740112 287812.5 1201.40648634263 1200 4.9337552539675 -3.58339266246876  11.6014239104081 52.1539051939506 21.055127509299 90 90 90
0.202830155016146 -4.62359933037036 288540.530142226 288812.5 1200.20354122983 1200 4.93023337639512 -3.58066813556486  11.5469177860482 54.432825572313 20.3794931943986 90 90 90
0.205565594866849 -4.61496794596464 303386.547306602 303897.321428571 1202.04099023903 1200 4.86462727699025 -3.53851326684944  11.5242788437693 57.4959974752869 19.1298319210235 90 90 90
0.208183427048443 -4.60551765937643 318767.998450705 318982.142857143 1201.7583725147 1200 4.80345632780511 -3.49457651393193  11.3368718494664 58.2409482146074 18.7776154299828 90 90 90
0.210845246085753 -4.59657268482155 333926.106708457 334066.964285714 1199.81237120171 1200 4.74281501985247 -3.45308526012636  11.3273347937211 57.1496297233128 18.9675269391498 90 90 90
0.213530266776616 -4.58713500246224 348978.995189185 349151.785714286 1199.65267559902 1200 4.68317683996595 -3.41209553850312  11.3522422288832 57.019202917051 18.7212282228698 90 90 90
0.216122134128465 -4.5777403817182 364155.094590982 364236.607142857 1200.09493932555 1200 4.62701335072692 -3.37104514333455  11.3834924646473 58.46395230422 17.9771630177351 90 90 90
0.218512093994082 -4.56785235027507 379442.315452334 379321.428571429 1200.3092609622 1200 4.57640573444453 -3.32898323440581  11.1864515333253 58.8022260064608 18.0211155550184 90 90 90
0.221323309222553 -4.55804583308694 394521.795216733 394406.25 1200.54881387998 1200 4.51827692036922 -3.29037322117682  11.0978673092068 58.0745864050915 18.1410914910341 90 90 90
