#U[eV]	 V[A³]	 rho[g/cm3]	 Pges[kB]	 H[eV/f.u.]	 a[A]	 b[A]	 c[A]
-65.80462462 	 36.27337680146484537322 	 3.29604846701704922749 	 1000.27278 	 -10.78959702188698361766 	 2.62787673375500529999 	 3.71527027513096449999 	 3.71528885283692209999
-65.34231799 	 35.64461087408474767694 	 3.35419029884612060484 	 1100.168007 	 -10.21655067046377923086 	 2.61264779820414489999 	 3.69362115051848549999 	 3.69369185349038219999
-64.86767848 	 35.05358163212504086148 	 3.41074442134693865622 	 1201.339457 	 -9.64597586014704887659 	 2.59804704651866599999 	 3.67317427580217969999 	 3.67319389337854569999
-64.39103957 	 34.50483231124046065006 	 3.46498736529294610910 	 1301.2849 	 -9.09156972358443620249 	 2.58388203795916739999 	 3.65417940838155659999 	 3.65441085476696779999
-63.90775395 	 33.98732696024874874227 	 3.51774672188356659535 	 1401.422717 	 -8.54476613627575400349 	 2.57111173220716259999 	 3.63574671298642829999 	 3.63582054369919659999
-63.41958563 	 33.49881352432542252898 	 3.56904604735273525054 	 1501.633977 	 -8.00573750240211022891 	 2.55847944632204479999 	 3.61826987236488099999 	 3.61864964316966419999
-62.94284620 	 33.05063795737670534626 	 3.61744327459540571005 	 1599.31824 	 -7.48779331543178886429 	 2.54704604983513019999 	 3.60221512292434729999 	 3.60224630644726539999
-62.44023369 	 32.60601909798549165852 	 3.66677108421943913218 	 1700.706627 	 -6.95725589722005964428 	 2.53554874720033129999 	 3.58607236427681019999 	 3.58597093368597349999
-61.94323996 	 32.18886335369735352111 	 3.71429107906871625525 	 1800.136993 	 -6.44430330392438695647 	 2.52469963588282149999 	 3.57073189626611989999 	 3.57057928324431019999
-61.44394468 	 31.79234043524121121036 	 3.76061675118046077508 	 1900.147843 	 -5.93472424929711720283 	 2.51441898592798949999 	 3.55586634728697649999 	 3.55581718055641179999
-60.94961296 	 31.41887021138550108711 	 3.80531849794759781352 	 2000.762867 	 -5.42860520267685633523 	 2.50468004609813509999 	 3.54175468788740359999 	 3.54176572583969129999
-60.44378979 	 31.05459160104736967865 	 3.84995589495911042447 	 2099.457457 	 -4.93763201062298976999 	 2.49392841415074779999 	 3.52877707594753519999 	 3.52872338407954889999
-59.93974130 	 30.70788400253802765924 	 3.89342385135095542812 	 2199.71405 	 -4.44481108918750579717 	 2.48560668243215899999 	 3.51485478922773839999 	 3.51487671017090929999
-59.43837262 	 30.37776163790746075270 	 3.93573461485082872447 	 2299.354643 	 -3.96047551863999798559 	 2.47577236265559359999 	 3.50288456564984109999 	 3.50283139661200329999
-58.93027032 	 30.05692743483186614682 	 3.97774550506608672852 	 2399.70638 	 -3.47790967626922206494 	 2.46574565887397629999 	 3.49139496836493589999 	 3.49138164137799659999
-58.42222103 	 29.75050237185970513842 	 4.01871560034857905319 	 2499.721757 	 -3.00134514807128491330 	 2.45816705738434789999 	 3.47892484361038299999 	 3.47886729770130549999
-57.92015219 	 29.45746144044050695004 	 4.05869352461798952945 	 2599.405547 	 -2.53193474066410121143 	 2.45261054677335189999 	 3.46557815342326899999 	 3.46570050123745149999
-57.40883358 	 29.16996077103544461919 	 4.09869622172124803483 	 2700.29303 	 -2.06151597941730934836 	 2.44441978127971149999 	 3.45446562787916809999 	 3.45445213704601969999
-56.90219471 	 28.89530036272706323458 	 4.13765582981177742321 	 2800.26023 	 -1.59985595466714378988 	 2.43718832802979519999 	 3.44329388756598709999 	 3.44321413142674299999
-56.02442446 	 28.44410330348153306829 	 4.20328975480011379803 	 2900.45517 	 -1.13286171928129773708 	 2.29038471453737899999 	 3.50416791122875939999 	 3.54404234475762479999
-55.29780231 	 28.07957924319280615978 	 4.25785610833125470970 	 3001.683557 	 -.67265312464746604637 	 2.25120404953137369999 	 3.50178426273482609999 	 3.56193793554976249999
-49.92029864 	 25.76356840160332087823 	 4.64061523374066477172 	 3999.982167 	 3.60020805483224775566 	 2.13894794315988969999 	 3.41835877742572819999 	 3.52361262593210119999
-44.74582559 	 24.02228256406493466950 	 4.97699615684517349096 	 4999.649763 	 7.55414238334047445669 	 2.06199136637060129999 	 3.34568960554607079999 	 3.48210434816494499999
-39.78559520 	 22.65256107995859980453 	 5.27793778275151692719 	 5999.780727 	 11.26075072383403122322 	 2.00527509970689669999 	 3.28304227289920059999 	 3.44085898301220319999
-34.99267769 	 21.53003953920144698737 	 5.55311604432076475167 	 6998.486557 	 14.76323489017916776394 	 1.95990413905082229999 	 3.22896524725719209999 	 3.40209648701838449999
-30.33825160 	 20.58348483713105719405 	 5.80848233163729935240 	 7998.49409 	 18.10500159050470248535 	 1.92191705239986569999 	 3.18134073402282079999 	 3.36646479740371469999
-25.80559290 	 19.76897715102476258591 	 6.04779939228178234075 	 8999.55818 	 21.30959487210374947791 	 1.88933773796860959999 	 3.13889115719471869999 	 3.33348375910106579999
-21.38622441 	 19.05736270630358493371 	 6.27362819517800602226 	 9999.48928 	 24.38860039793812262433 	 1.86077358027186769999 	 3.10067620628020529999 	 3.30303253757871259999
-17.06621003 	 18.42726331444046695576 	 6.48814780360294282211 	 11000.10205 	 27.36257162296221075443 	 1.83535908561206779999 	 3.06593689420865309999 	 3.27473818610423169999
